frame,timestamp,camera,class,local_id,confidence,x1,y1,x2,y2
54,1.8,FL,player,8,0.7,587,382,648,533
54,1.8,FL,player,9,0.65,481,394,546,574
54,1.8,FL,player,24,0.6,305,366,367,525
54,1.8,FL,player,34,0.53,574,386,624,548
54,1.8,FL,player,42,0.6,521,378,575,549
55,1.84,FL,player,2,0.86,312,510,421,735
55,1.84,FL,player,3,0.82,1552,399,1646,579
55,1.84,FL,player,8,0.69,587,383,648,534
55,1.84,FL,player,9,0.72,479,394,546,575
55,1.84,FL,player,24,0.59,305,366,367,527
55,1.84,FL,player,34,0.53,574,386,624,548
55,1.84,FL,player,42,0.61,520,378,575,548
56,1.87,FL,player,2,0.87,314,510,425,739
56,1.87,FL,player,3,0.86,1557,400,1654,582
56,1.87,FL,player,8,0.69,586,383,648,534
56,1.87,FL,player,9,0.77,479,395,546,575
56,1.87,FL,player,24,0.6,306,366,368,527
56,1.87,FL,player,34,0.54,574,387,624,549
56,1.87,FL,player,42,0.61,519,377,574,547
57,1.9,FL,player,2,0.89,316,509,429,741
57,1.9,FL,player,3,0.85,1560,400,1659,585
57,1.9,FL,player,8,0.69,585,383,649,534
57,1.9,FL,player,9,0.76,479,395,546,575
57,1.9,FL,player,24,0.58,306,366,367,526
57,1.9,FL,player,34,0.52,574,386,624,549
57,1.9,FL,player,42,0.62,522,379,577,548
58,1.94,FL,player,2,0.88,320,509,433,740
58,1.94,FL,player,3,0.87,1562,402,1662,588
58,1.94,FL,player,8,0.68,585,382,649,534
58,1.94,FL,player,9,0.74,479,395,546,575
58,1.94,FL,player,24,0.57,305,367,365,523
58,1.94,FL,player,34,0.52,573,385,624,548
58,1.94,FL,player,42,0.63,522,380,578,548
59,1.97,FL,player,2,0.87,326,509,439,739
59,1.97,FL,player,3,0.88,1563,402,1664,589
59,1.97,FL,player,8,0.67,584,383,649,535
59,1.97,FL,player,9,0.72,477,395,545,574
59,1.97,FL,player,24,0.57,304,368,364,524
59,1.97,FL,player,34,0.53,572,386,623,549
59,1.97,FL,player,42,0.67,521,380,577,548
60,2.0,FL,player,2,0.86,333,510,447,738
60,2.0,FL,player,3,0.88,1564,404,1666,590
60,2.0,FL,player,8,0.7,582,382,648,536
60,2.0,FL,player,9,0.74,476,394,544,573
60,2.0,FL,player,24,0.6,302,368,362,524
60,2.0,FL,player,34,0.54,571,385,621,550
60,2.0,FL,player,42,0.69,520,381,577,550
61,2.04,FL,player,2,0.86,338,510,454,738
61,2.04,FL,player,3,0.88,1566,405,1668,591
61,2.04,FL,player,8,0.72,580,382,648,536
61,2.04,FL,player,9,0.73,474,394,543,573
61,2.04,FL,player,24,0.62,300,368,361,525
61,2.04,FL,player,34,0.49,570,384,620,550
61,2.04,FL,player,42,0.71,520,381,580,553
62,2.07,FL,player,2,0.87,342,510,461,738
62,2.07,FL,player,3,0.89,1568,406,1671,593
62,2.07,FL,player,8,0.72,579,382,648,536
62,2.07,FL,player,9,0.69,473,394,541,573
62,2.07,FL,player,24,0.64,298,368,360,526
62,2.07,FL,player,34,0.5,570,384,620,550
62,2.07,FL,player,42,0.69,519,380,581,555
63,2.1,FL,player,2,0.89,345,511,466,739
63,2.1,FL,player,3,0.89,1568,407,1672,594
63,2.1,FL,player,8,0.72,579,381,648,537
63,2.1,FL,player,9,0.62,472,394,541,573
63,2.1,FL,player,24,0.63,295,369,358,526
63,2.1,FL,player,34,0.5,569,384,620,550
63,2.1,FL,player,42,0.69,517,380,579,556
64,2.14,FL,player,2,0.89,346,512,469,739
64,2.14,FL,player,3,0.89,1570,407,1674,594
