frame,timestamp,camera,class,local_id,confidence,x1,y1,x2,y2
50,1.67,NL,player,12,0.53,636,0,685,61
50,1.67,NL,player,25,0.51,84,180,198,287
50,1.67,NL,player,9,0.61,1466,0,1544,100
50,1.67,NL,player,66,0.64,574,0,624,89
50,1.67,NL,player,1,0.86,1427,689,1695,892
50,1.67,NL,player,7,0.6,79,393,304,639
51,1.7,NL,player,2,0.81,1585,0,1747,227
51,1.7,NL,player,3,0.69,421,62,532,246
51,1.7,NL,player,4,0.71,118,332,320,553
51,1.7,NL,player,6,0.64,226,72,317,234
51,1.7,NL,player,12,0.53,636,0,686,61
51,1.7,NL,player,25,0.51,84,180,198,287
51,1.7,NL,player,9,0.56,1466,0,1547,103
51,1.7,NL,player,66,0.68,574,0,624,89
51,1.7,NL,player,7,0.58,85,396,303,638
52,1.74,NL,player,2,0.82,1585,0,1747,227
52,1.74,NL,player,3,0.72,418,60,531,245
52,1.74,NL,player,4,0.7,119,331,319,551
52,1.74,NL,player,6,0.65,227,74,317,234
52,1.74,NL,player,25,0.48,83,180,198,287
52,1.74,NL,player,9,0.57,1466,0,1550,105
52,1.74,NL,player,66,0.68,573,0,624,89
52,1.74,NL,player,7,0.57,87,396,303,638
53,1.77,NL,player,2,0.83,1585,0,1747,227
53,1.77,NL,player,3,0.73,423,59,535,244
53,1.77,NL,player,4,0.7,119,331,319,551
53,1.77,NL,player,6,0.67,227,75,317,234
53,1.77,NL,player,25,0.53,83,180,198,287
53,1.77,NL,player,9,0.48,1464,0,1551,107
53,1.77,NL,player,66,0.64,573,0,623,89
53,1.77,NL,player,7,0.59,84,399,298,639
54,1.8,NL,player,2,0.83,1585,0,1747,227
54,1.8,NL,player,3,0.76,432,59,540,241
54,1.8,NL,player,4,0.71,115,328,323,557
54,1.8,NL,player,6,0.67,227,76,317,234
54,1.8,NL,player,25,0.52,83,180,198,287
54,1.8,NL,player,66,0.63,573,0,623,89
54,1.8,NL,player,7,0.54,86,395,301,639
55,1.84,NL,player,2,0.83,1585,0,1747,227
55,1.84,NL,player,3,0.83,439,59,543,237
55,1.84,NL,player,4,0.68,114,326,324,559
55,1.84,NL,player,6,0.65,227,77,317,234
55,1.84,NL,player,25,0.52,83,180,198,287
55,1.84,NL,player,66,0.67,573,0,623,89
55,1.84,NL,player,74,0.59,41,396,277,642
56,1.87,NL,player,2,0.83,1585,0,1747,227
56,1.87,NL,player,3,0.84,442,57,545,235
56,1.87,NL,player,4,0.67,113,325,324,560
56,1.87,NL,player,6,0.67,227,78,317,235
56,1.87,NL,player,25,0.49,83,180,198,287
56,1.87,NL,player,66,0.69,572,0,623,89
56,1.87,NL,player,74,0.73,43,395,283,642
56,1.87,NL,player,1,0.63,1517,684,1801,892
57,1.9,NL,player,2,0.84,1585,0,1747,228
57,1.9,NL,player,3,0.85,444,55,548,236
57,1.9,NL,player,4,0.64,114,329,320,558
57,1.9,NL,player,6,0.65,227,78,317,235
57,1.9,NL,player,12,0.45,641,0,699,61
57,1.9,NL,player,25,0.46,84,181,198,286
57,1.9,NL,player,66,0.72,572,0,623,89
57,1.9,NL,player,74,0.75,43,392,286,642
57,1.9,NL,player,1,0.81,1529,686,1818,892
58,1.94,NL,player,2,0.83,1585,0,1747,228
58,1.94,NL,player,3,0.85,448,55,552,236
58,1.94,NL,player,4,0.64,112,327,319,557
58,1.94,NL,player,6,0.65,226,77,317,235
58,1.94,NL,player,25,0.45,83,181,198,287
58,1.94,NL,player,66,0.68,572,0,623,89
58,1.94,NL,player,74,0.79,41,387,290,643
58,1.94,NL,player,1,0.91,1537,690,1830,892
59,1.97,NL,player,2,0.84,1585,0,1747,227
59,1.97,NL,player,3,0.86,452,55,556,236
59,1.97,NL,player,4,0.63,112,328,319,558
59,1.97,NL,player,6,0.64,226,77,318,235
59,1.97,NL,player,66,0.6,571,0,623,88
59,1.97,NL,player,74,0.78,41,386,291,643
59,1.97,NL,player,1,0.93,1546,695,1840,892
60,2.0,NL,player,2,0.84,1585,0,1747,227
60,2.0,NL,player,3,0.85,456,54,560,234
60,2.0,NL,player,4,0.63,111,324,322,559
60,2.0,NL,player,6,0.63,226,76,318,235
60,2.0,NL,player,66,0.5,570,0,622,88
60,2.0,NL,player,74,0.66,41,386,291,642
60,2.0,NL,player,1,0.91,1560,701,1853,894
60,2.0,NL,player,83,0.61,1500,0,1580,122
60,2.0,NL,player,101,0.45,630,0,681,63
61,2.04,NL,player,2,0.83,1585,0,1746,227
61,2.04,NL,player,3,0.87,461,54,566,233
61,2.04,NL,player,4,0.63,112,323,323,560
61,2.04,NL,player,6,0.61,226,76,318,235
61,2.04,NL,player,66,0.56,570,0,622,88
61,2.04,NL,player,74,0.7,40,386,291,642
61,2.04,NL,player,1,0.84,1575,708,1868,898
61,2.04,NL,player,83,0.63,1502,0,1582,122
61,2.04,NL,player,101,0.46,629,0,680,62
