frame,timestamp,camera,class,local_id,confidence,x1,y1,x2,y2,global_id
2693,89.86,FL,player,1076,0.92,596,712,815,1074,17
2693,89.86,FL,player,1084,0.89,334,790,470,1076,31
2693,89.86,FL,player,916,0.9,1013,477,1187,668,12
2694,89.89,FL,player,303,0.85,1372,402,1446,563,1
2694,89.89,FL,player,819,0.89,530,475,633,674,5
2694,89.89,FL,player,1068,0.85,1281,532,1379,723,-1
2694,89.89,FL,player,1070,0.8,1655,669,1847,932,73
2694,89.89,FL,player,1076,0.91,600,709,816,1075,17
2694,89.89,FL,player,1084,0.88,335,795,469,1078,31
2694,89.89,FL,player,916,0.91,1011,475,1184,667,12
2695,89.92,FL,player,303,0.86,1370,402,1445,563,1
2695,89.92,FL,player,819,0.89,533,474,637,674,5
2695,89.92,FL,player,1068,0.86,1285,532,1387,731,-1
2695,89.92,FL,player,1070,0.75,1639,670,1832,933,73
2695,89.92,FL,player,1076,0.91,604,706,816,1074,17
2695,89.92,FL,player,1084,0.89,336,797,469,1078,31
2695,89.92,FL,player,916,0.89,1010,473,1182,666,12
2696,89.96,FL,player,303,0.85,1369,401,1443,560,1
2696,89.96,FL,player,819,0.89,535,473,641,675,5
2696,89.96,FL,player,1068,0.84,1293,531,1396,732,-1
2696,89.96,FL,player,1070,0.89,1633,671,1827,934,73
2696,89.96,FL,player,1076,0.92,609,704,817,1075,17
2696,89.96,FL,player,1084,0.89,337,797,469,1078,31
2696,89.96,FL,player,916,0.88,1009,471,1179,666,12
2697,89.99,FL,player,303,0.82,1369,401,1442,558,1
2697,89.99,FL,player,819,0.89,539,473,645,676,5
2697,89.99,FL,player,1068,0.87,1297,531,1401,733,-1
2697,89.99,FL,player,1070,0.91,1631,670,1827,935,73
2697,89.99,FL,player,1076,0.91,614,701,819,1075,17
2697,89.99,FL,player,1084,0.89,337,794,471,1077,31
2697,89.99,FL,player,916,0.84,1008,469,1177,666,12
2698,90.02,FL,player,303,0.82,1368,400,1441,556,1
2698,90.02,FL,player,819,0.89,542,473,648,676,5
2698,90.02,FL,player,1068,0.89,1300,530,1404,734,-1
2698,90.02,FL,player,1070,0.9,1628,666,1829,936,73
2698,90.02,FL,player,1076,0.91,621,697,821,1069,17
2698,90.02,FL,player,1084,0.89,336,791,472,1076,31
2698,90.02,FL,player,916,0.88,1010,466,1177,664,12
2699,90.06,FL,player,303,0.78,1370,398,1438,546,1
2699,90.06,FL,player,819,0.88,544,474,650,677,5
2699,90.06,FL,player,1068,0.86,1304,530,1407,734,-1
2699,90.06,FL,player,1070,0.92,1622,659,1828,937,73
2699,90.06,FL,player,1076,0.91,629,693,822,1057,17
2699,90.06,FL,player,1084,0.89,335,788,473,1076,31
2699,90.06,FL,player,916,0.86,1010,464,1177,663,12
2700,90.09,FL,player,303,0.79,1369,395,1436,540,1
2700,90.09,FL,player,819,0.88,546,473,653,677,5
2700,90.09,FL,player,1068,0.88,1305,528,1409,733,-1
2700,90.09,FL,player,1070,0.93,1616,655,1827,937,73
2700,90.09,FL,player,1076,0.91,635,687,823,1046,17
2700,90.09,FL,player,1084,0.88,335,785,474,1076,31
2700,90.09,FL,player,916,0.87,1011,464,1177,663,12
2701,90.12,FL,player,303,0.8,1369,393,1436,536,1
2701,90.12,FL,player,819,0.89,549,473,655,677,5
2701,90.12,FL,player,1068,0.88,1306,528,1409,734,-1
2701,90.12,FL,player,1070,0.91,1609,650,1822,934,73
2701,90.12,FL,player,1076,0.88,636,682,827,1052,17
2701,90.12,FL,player,1084,0.89,336,783,476,1077,31
2701,90.12,FL,player,916,0.75,1012,464,1175,661,12
2701,90.12,FL,player,1110,0.66,551,942,681,1078,-1
2702,90.16,FL,player,303,0.83,1367,392,1434,535,1
2702,90.16,FL,player,819,0.88,551,474,656,676,5
2702,90.16,FL,player,1068,0.86,1306,528,1409,734,-1
2702,90.16,FL,player,1076,0.89,640,677,826,1043,17
2702,90.16,FL,player,1084,0.88,339,786,477,1078,31
2702,90.16,FL,player,916,0.67,1012,463,1173,658,12
2702,90.16,FL,player,1110,0.7,527,924,676,1079,-1
2703,90.19,FL,player,303,0.84,1366,390,1433,536,1
2703,90.19,FL,player,819,0.88,552,473,656,676,5
2703,90.19,FL,player,1068,0.86,1305,528,1408,732,-1
2703,90.19,FL,player,1076,0.9,648,671,819,1009,17
2703,90.19,FL,player,1084,0.87,343,791,479,1077,31
2703,90.19,FL,player,916,0.54,1005,463,1163,657,12
2703,90.19,FL,player,1110,0.73,526,903,698,1079,-1
2703,90.19,FL,player,1113,0.61,1011,464,1101,657,-1
2704,90.22,FL,player,303,0.85,1363,390,1431,537,1
2704,90.22,FL,player,819,0.88,553,472,657,677,5
2704,90.22,FL,player,1068,0.84,1305,526,1404,723,-1
2704,90.22,FL,player,1070,0.84,1567,642,1778,923,73
2704,90.22,FL,player,1076,0.89,648,666,817,1000,17
2704,90.22,FL,player,1084,0.75,342,799,475,1078,31
2704,90.22,FL,player,1110,0.78,519,886,710,1080,-1
2704,90.22,FL,player,1113,0.75,1009,463,1098,654,-1
2705,90.26,FL,player,303,0.86,1359,389,1429,539,1
2705,90.26,FL,player,819,0.88,555,471,658,676,5
2705,90.26,FL,player,1068,0.84,1305,525,1399,708,-1
2705,90.26,FL,player,1070,0.83,1542,642,1750,923,73
2705,90.26,FL,player,1076,0.9,649,661,814,990,17
2705,90.26,FL,player,1084,0.85,352,810,481,1079,31
2705,90.26,FL,player,1110,0.85,508,872,715,1080,-1
2705,90.26,FL,player,1113,0.74,1007,463,1095,648,-1
2706,90.29,FL,player,303,0.85,1356,389,1425,537,1
2706,90.29,FL,player,819,0.89,559,471,660,676,5
2706,90.29,FL,player,1068,0.87,1299,524,1394,702,-1
2706,90.29,FL,player,1070,0.83,1510,640,1715,923,73
2706,90.29,FL,player,1076,0.9,650,656,811,980,17
2706,90.29,FL,player,1084,0.88,364,824,489,1079,31
2706,90.29,FL,player,1110,0.89,503,861,722,1080,-1
2706,90.29,FL,player,1113,0.8,1005,463,1093,646,-1
2707,90.32,FL,player,303,0.82,1353,388,1423,535,1
2707,90.32,FL,player,819,0.88,565,472,663,674,5
2707,90.32,FL,player,1068,0.88,1291,522,1390,701,-1
2707,90.32,FL,player,1070,0.56,1490,639,1669,889,73
2707,90.32,FL,player,1076,0.9,650,652,807,969,17
2707,90.32,FL,player,1084,0.89,376,838,500,1078,31
2707,90.32,FL,player,1110,0.56,504,849,738,1079,-1
2707,90.32,FL,player,1113,0.87,1005,462,1093,642,-1
2708,90.36,FL,player,303,0.86,1350,387,1422,539,1
2708,90.36,FL,player,819,0.88,569,471,667,675,5
2708,90.36,FL,player,1068,0.88,1281,520,1383,695,-1
2708,90.36,FL,player,1070,0.9,1472,635,1668,912,73
2708,90.36,FL,player,1076,0.9,649,649,803,964,17
2708,90.36,FL,player,1084,0.82,387,848,511,1079,31
2708,90.36,FL,player,1110,0.52,525,835,770,1079,-1
2708,90.36,FL,player,916,0.9,975,461,1122,641,12
2709,90.39,FL,player,303,0.85,1347,387,1422,542,1
2709,90.39,FL,player,819,0.89,572,471,670,676,5
2709,90.39,FL,player,1068,0.88,1269,518,1374,691,-1
2709,90.39,FL,player,1070,0.88,1443,630,1649,916,73
2709,90.39,FL,player,1076,0.89,648,647,804,970,17
2709,90.39,FL,player,1084,0.83,393,855,520,1080,31
2709,90.39,FL,player,1110,0.88,519,817,779,1079,-1
2709,90.39,FL,player,916,0.88,969,462,1112,639,12
2710,90.42,FL,player,303,0.85,1346,387,1421,543,1
2710,90.42,FL,player,819,0.89,575,471,673,677,5
2710,90.42,FL,player,1068,0.89,1259,515,1369,690,-1
2710,90.42,FL,player,1070,0.92,1424,627,1635,917,73
2710,90.42,FL,player,1076,0.85,647,645,805,982,17
2710,90.42,FL,player,1084,0.83,393,841,528,1077,31
2710,90.42,FL,player,1110,0.81,516,803,783,1077,-1
2710,90.42,FL,player,916,0.88,963,463,1104,637,12
2711,90.46,FL,player,303,0.85,1346,387,1420,543,1
2711,90.46,FL,player,819,0.89,579,472,674,676,5
2711,90.46,FL,player,1068,0.89,1251,513,1366,689,-1
2711,90.46,FL,player,1070,0.87,1405,623,1611,904,73
2711,90.46,FL,player,1076,0.86,653,642,803,969,17
2711,90.46,FL,player,1084,0.84,393,825,537,1076,31
2711,90.46,FL,player,1110,0.89,526,787,801,1077,-1
2711,90.46,FL,player,916,0.89,958,463,1098,637,12
2712,90.49,FL,player,303,0.86,1345,387,1419,542,1
2712,90.49,FL,player,819,0.89,581,473,678,681,5
2712,90.49,FL,player,1068,0.9,1242,511,1364,689,-1
2712,90.49,FL,player,1070,0.86,1375,620,1583,899,73
2712,90.49,FL,player,1076,0.85,658,639,801,958,17
2712,90.49,FL,player,1084,0.88,395,811,545,1077,31
2712,90.49,FL,player,1110,0.89,535,771,818,1076,-1
2712,90.49,FL,player,916,0.87,954,464,1094,637,12
2713,90.52,FL,player,303,0.85,1343,387,1416,541,1
2713,90.52,FL,player,819,0.89,584,475,681,684,5
2713,90.52,FL,player,1068,0.87,1234,506,1363,689,-1
2713,90.52,FL,player,1070,0.89,1337,620,1544,896,73
2713,90.52,FL,player,1076,0.66,668,637,791,910,17
2713,90.52,FL,player,1084,0.89,402,803,554,1078,31
2713,90.52,FL,player,1110,0.91,543,758,831,1077,-1
2713,90.52,FL,player,916,0.88,949,463,1091,636,12
2714,90.56,FL,player,303,0.86,1342,387,1413,539,1
2714,90.56,FL,player,819,0.9,587,475,683,685,5
2714,90.56,FL,player,1068,0.88,1222,502,1355,685,-1
2714,90.56,FL,player,1070,0.87,1296,618,1504,897,73
2714,90.56,FL,player,1076,0.8,674,634,779,864,17
2714,90.56,FL,player,1084,0.88,413,802,565,1077,31
2714,90.56,FL,player,1110,0.91,554,745,842,1076,-1
2714,90.56,FL,player,916,0.83,950,463,1091,634,12
2715,90.59,FL,player,303,0.86,1340,386,1410,536,1
2715,90.59,FL,player,819,0.9,590,476,686,687,5
2715,90.59,FL,player,1068,0.84,1210,499,1344,682,-1
2715,90.59,FL,player,1070,0.84,1283,614,1484,891,73
2715,90.59,FL,player,1076,0.77,679,630,771,825,17
2715,90.59,FL,player,1084,0.84,428,808,575,1077,31
2715,90.59,FL,player,1110,0.89,565,734,852,1076,-1
2715,90.59,FL,player,916,0.82,943,461,1085,633,12
2716,90.62,FL,player,303,0.86,1339,386,1407,534,1
2716,90.62,FL,player,819,0.9,593,477,689,687,5
2716,90.62,FL,player,1068,0.87,1204,497,1338,679,-1
2716,90.62,FL,player,1070,0.87,1270,609,1472,891,73
2716,90.62,FL,player,1076,0.76,676,625,765,804,17
2716,90.62,FL,player,1084,0.82,441,820,579,1077,31
2716,90.62,FL,player,1110,0.9,578,728,860,1076,-1
2716,90.62,FL,player,916,0.86,933,459,1078,632,12
2717,90.66,FL,player,303,0.86,1338,385,1405,533,1
2717,90.66,FL,player,819,0.88,597,477,692,687,5
2717,90.66,FL,player,1068,0.87,1199,496,1334,680,-1
2717,90.66,FL,player,1070,0.87,1243,599,1443,877,73
2717,90.66,FL,player,1076,0.7,679,621,766,791,17
2717,90.66,FL,player,1084,0.83,453,848,577,1078,31
2717,90.66,FL,player,1110,0.9,587,721,866,1076,-1
2717,90.66,FL,player,916,0.85,937,456,1082,631,12
2718,90.69,FL,player,303,0.86,1338,385,1403,531,1
2718,90.69,FL,player,819,0.87,599,478,694,687,5
2718,90.69,FL,player,1068,0.84,1201,496,1333,675,-1
2718,90.69,FL,player,1070,0.71,1225,592,1423,864,73
2718,90.69,FL,player,1076,0.63,676,618,767,791,17
2718,90.69,FL,player,1084,0.85,468,869,581,1078,31
2718,90.69,FL,player,1110,0.88,599,713,871,1069,-1
2718,90.69,FL,player,916,0.79,929,454,1073,630,12
2719,90.72,FL,player,303,0.86,1337,384,1401,529,1
2719,90.72,FL,player,819,0.86,602,477,696,688,5
2719,90.72,FL,player,1068,0.68,1210,497,1328,651,-1
2719,90.72,FL,player,1070,0.86,1209,584,1400,848,73
2719,90.72,FL,player,1076,0.78,677,612,769,783,17
2719,90.72,FL,player,1084,0.84,483,881,590,1078,31
2719,90.72,FL,player,1110,0.89,616,706,873,1054,-1
2719,90.72,FL,player,916,0.79,930,451,1073,630,12
2720,90.76,FL,player,303,0.86,1337,383,1400,528,1
2720,90.76,FL,player,819,0.86,605,476,700,687,5
2720,90.76,FL,player,1068,0.86,1213,497,1321,631,-1
2720,90.76,FL,player,1070,0.75,1191,576,1376,833,73
2720,90.76,FL,player,1076,0.67,670,607,772,795,17
2720,90.76,FL,player,1084,0.82,501,893,603,1078,31
2720,90.76,FL,player,1110,0.87,627,695,877,1045,-1
2720,90.76,FL,player,916,0.74,934,449,1076,629,12
2721,90.79,FL,player,303,0.87,1336,382,1399,527,1
2721,90.79,FL,player,819,0.88,608,476,703,688,5
2721,90.79,FL,player,1070,0.64,1152,521,1364,824,73
2721,90.79,FL,player,1076,0.64,672,603,778,797,17
2721,90.79,FL,player,1084,0.84,520,908,614,1077,31
2721,90.79,FL,player,1110,0.87,638,684,884,1041,-1
2721,90.79,FL,player,916,0.64,935,447,1074,629,12
2722,90.82,FL,player,303,0.87,1336,383,1399,527,1
2722,90.82,FL,player,819,0.86,611,475,706,688,5
2722,90.82,FL,player,1070,0.78,1133,500,1340,806,73
2722,90.82,FL,player,1084,0.8,543,925,630,1078,31
2722,90.82,FL,player,1110,0.87,647,669,888,1035,-1
2722,90.82,FL,player,916,0.6,917,446,1059,628,12
2722,90.82,FL,player,1113,0.54,957,446,1049,627,-1
2723,90.86,FL,player,303,0.87,1336,382,1398,527,1
2723,90.86,FL,player,819,0.86,614,475,709,688,5
2723,90.86,FL,player,1070,0.83,1135,536,1302,782,73
2723,90.86,FL,player,1076,0.79,647,595,793,877,17
2723,90.86,FL,player,1084,0.77,566,942,646,1079,31
2723,90.86,FL,player,1110,0.85,659,656,893,1025,-1
2723,90.86,FL,player,916,0.8,922,446,1062,627,12
2724,90.89,FL,player,303,0.87,1335,382,1398,527,1
2724,90.89,FL,player,819,0.85,616,475,712,688,5
2724,90.89,FL,player,1070,0.52,1133,559,1299,810,73
2724,90.89,FL,player,1076,0.82,647,593,797,888,17
2724,90.89,FL,player,1084,0.72,600,956,679,1079,31
2724,90.89,FL,player,1110,0.84,669,646,898,1021,-1
2724,90.89,FL,player,916,0.82,917,446,1056,627,12
2725,90.92,FL,player,303,0.86,1336,382,1398,527,1
2725,90.92,FL,player,819,0.86,619,475,715,688,5
2725,90.92,FL,player,1070,0.84,1105,559,1275,819,73
2725,90.92,FL,player,1076,0.87,650,591,799,889,17
2725,90.92,FL,player,1084,0.52,627,965,704,1080,31
2725,90.92,FL,player,1110,0.82,687,636,900,997,-1
2725,90.92,FL,player,916,0.86,908,448,1049,630,12
2726,90.96,FL,player,303,0.86,1335,382,1398,527,1
2726,90.96,FL,player,819,0.86,622,476,718,689,5
2726,90.96,FL,player,1070,0.82,1089,554,1246,791,73
2726,90.96,FL,player,1076,0.77,650,590,795,887,17
2726,90.96,FL,player,1084,0.47,652,970,725,1078,31
2726,90.96,FL,player,1110,0.82,700,629,903,985,-1
2726,90.96,FL,player,916,0.84,900,451,1043,636,12
2726,90.96,FL,player,1122,0.5,1143,494,1222,632,-1
2727,90.99,FL,player,303,0.85,1335,382,1397,527,1
2727,90.99,FL,player,819,0.88,624,477,720,690,5
2727,90.99,FL,player,1070,0.83,1072,547,1229,781,73
2727,90.99,FL,player,1076,0.77,652,588,794,889,17
2727,90.99,FL,player,1084,0.67,682,972,755,1078,31
2727,90.99,FL,player,1110,0.84,713,625,906,972,-1
2727,90.99,FL,player,916,0.85,885,455,1031,642,12
2727,90.99,FL,player,1122,0.53,1130,495,1211,638,-1
2728,91.02,FL,player,303,0.85,1335,381,1397,526,1
2728,91.02,FL,player,819,0.88,627,478,723,690,5
2728,91.02,FL,player,1070,0.81,1055,544,1199,754,73
2728,91.02,FL,player,1076,0.84,660,587,798,889,17
2728,91.02,FL,player,1084,0.62,712,974,785,1079,31
2728,91.02,FL,player,1110,0.85,733,619,905,939,-1
2728,91.02,FL,player,916,0.87,876,458,1021,643,12
2728,91.02,FL,player,1122,0.65,1110,494,1223,695,-1
2729,91.06,FL,player,303,0.86,1335,381,1397,526,1
2729,91.06,FL,player,819,0.87,630,479,725,689,5
2729,91.06,FL,player,1070,0.73,1038,543,1182,747,73
2729,91.06,FL,player,1076,0.88,668,586,802,884,17
2729,91.06,FL,player,1084,0.63,745,976,818,1079,31
2729,91.06,FL,player,1110,0.85,746,615,908,926,-1
2729,91.06,FL,player,916,0.87,870,462,1014,644,12
2729,91.06,FL,player,1122,0.64,1099,494,1223,715,-1
2730,91.09,FL,player,303,0.87,1335,379,1397,526,1
2730,91.09,FL,player,819,0.88,634,479,727,689,5
2730,91.09,FL,player,1070,0.85,1007,541,1154,750,73
2730,91.09,FL,player,1076,0.87,675,583,805,880,17
2730,91.09,FL,player,1084,0.69,774,978,847,1079,31
2730,91.09,FL,player,1110,0.86,757,611,915,923,-1
2730,91.09,FL,player,916,0.86,868,463,1010,644,12
2730,91.09,FL,player,1122,0.8,1089,490,1219,724,-1
2731,91.12,FL,player,303,0.87,1336,379,1397,525,1
2731,91.12,FL,player,819,0.87,637,479,730,689,5
2731,91.12,FL,player,1070,0.66,1002,540,1147,749,73
2731,91.12,FL,player,1076,0.87,681,581,807,874,17
2731,91.12,FL,player,1084,0.8,798,979,874,1080,31
2731,91.12,FL,player,1110,0.86,768,607,921,915,-1
2731,91.12,FL,player,916,0.85,871,464,1011,644,12
2731,91.12,FL,player,1122,0.79,1059,484,1196,725,-1
2732,91.16,FL,player,303,0.86,1335,378,1397,524,1
2732,91.16,FL,player,819,0.85,641,479,733,688,5
2732,91.16,FL,player,1076,0.86,686,577,807,862,17
2732,91.16,FL,player,1084,0.81,818,977,900,1080,31
2732,91.16,FL,player,1110,0.86,776,602,925,910,-1
2732,91.16,FL,player,916,0.88,873,462,1010,643,12
2732,91.16,FL,player,1122,0.7,1027,478,1182,749,-1
2733,91.19,FL,player,303,0.86,1335,378,1396,522,1
2733,91.19,FL,player,819,0.84,643,480,734,687,5
2733,91.19,FL,player,1076,0.85,689,573,804,849,17
2733,91.19,FL,player,1084,0.84,834,970,927,1080,31
2733,91.19,FL,player,1110,0.86,781,594,930,907,-1
2733,91.19,FL,player,916,0.87,872,459,1005,640,12
2733,91.19,FL,player,1122,0.84,994,477,1153,757,-1
2734,91.22,FL,player,303,0.86,1334,378,1395,520,1
2734,91.22,FL,player,819,0.87,647,481,737,687,5
2734,91.22,FL,player,1076,0.87,691,570,802,838,17
2734,91.22,FL,player,1084,0.7,850,959,957,1080,31
2734,91.22,FL,player,1110,0.89,793,586,938,900,-1
2734,91.22,FL,player,916,0.85,872,457,996,631,12
2734,91.22,FL,player,1122,0.75,982,475,1141,758,-1
2735,91.26,FL,player,303,0.87,1333,377,1393,519,1
2735,91.26,FL,player,819,0.87,649,482,738,687,5
2735,91.26,FL,player,1076,0.86,691,566,800,833,17
2735,91.26,FL,player,1084,0.81,874,945,1000,1079,31
2735,91.26,FL,player,1110,0.87,803,576,945,893,-1
2735,91.26,FL,player,916,0.88,871,453,990,628,12
2735,91.26,FL,player,1122,0.74,967,475,1122,754,-1
2736,91.29,FL,player,303,0.86,1331,376,1392,518,1
2736,91.29,FL,player,819,0.77,651,483,740,686,5
2736,91.29,FL,player,1076,0.84,691,561,799,830,17
2736,91.29,FL,player,1084,0.84,895,928,1041,1079,31
2736,91.29,FL,player,1110,0.84,809,569,948,887,-1
2736,91.29,FL,player,916,0.85,872,449,987,626,12
2737,91.32,FL,player,303,0.86,1329,376,1391,517,1
2737,91.32,FL,player,819,0.84,653,483,742,686,5
2737,91.32,FL,player,1076,0.84,692,558,799,829,17
2737,91.32,FL,player,1084,0.88,914,912,1079,1079,31
2737,91.32,FL,player,1110,0.86,815,561,950,875,-1
2737,91.32,FL,player,916,0.82,874,445,986,624,12
2738,91.36,FL,player,303,0.85,1327,375,1389,517,1
2738,91.36,FL,player,819,0.82,656,483,745,685,5
2738,91.36,FL,player,1076,0.83,695,555,801,828,17
2738,91.36,FL,player,1084,0.86,937,901,1115,1079,31
2738,91.36,FL,player,1110,0.85,823,557,953,862,-1
2738,91.36,FL,player,916,0.75,876,441,981,617,12
2738,91.36,FL,player,1122,0.51,932,498,1041,688,-1
2738,91.36,FL,player,1127,0.47,994,466,1075,679,-1
2739,91.39,FL,player,303,0.86,1325,375,1388,516,1
2739,91.39,FL,player,819,0.75,662,482,752,685,5
2739,91.39,FL,player,1076,0.79,696,553,803,828,17
2739,91.39,FL,player,1084,0.86,956,890,1145,1079,31
2739,91.39,FL,player,1110,0.85,835,554,955,837,-1
2739,91.39,FL,player,916,0.73,877,438,977,614,12
2739,91.39,FL,player,1122,0.52,936,477,1054,679,-1
2739,91.39,FL,player,1127,0.49,985,456,1068,674,-1
2740,91.42,FL,player,303,0.86,1322,374,1386,515,1
2740,91.42,FL,player,819,0.8,667,482,757,684,5
2740,91.42,FL,player,1076,0.79,694,551,802,828,17
2740,91.42,FL,player,1084,0.86,982,882,1179,1080,31
2740,91.42,FL,player,1110,0.86,845,554,959,821,-1
2740,91.42,FL,player,916,0.73,878,436,974,609,12
2740,91.42,FL,player,1127,0.77,965,452,1049,666,-1
2741,91.46,FL,player,303,0.87,1320,374,1385,515,1
2741,91.46,FL,player,819,0.78,673,481,763,685,5
2741,91.46,FL,player,1076,0.83,690,551,799,828,17
2741,91.46,FL,player,1084,0.86,1008,876,1208,1080,31
2741,91.46,FL,player,1110,0.85,856,552,968,813,-1
2741,91.46,FL,player,916,0.64,887,434,970,585,12
2742,91.49,FL,player,303,0.87,1317,373,1384,514,1
2742,91.49,FL,player,819,0.82,677,481,769,688,5
2742,91.49,FL,player,1076,0.84,696,549,805,826,17
2742,91.49,FL,player,1084,0.77,1032,873,1232,1079,31
2742,91.49,FL,player,1110,0.84,866,549,977,806,-1
2742,91.49,FL,player,916,0.65,888,433,965,575,12
2742,91.49,FL,player,1127,0.53,950,444,1025,633,-1
2743,91.52,FL,player,303,0.86,1315,373,1383,514,1
2743,91.52,FL,player,819,0.79,678,479,773,692,5
2743,91.52,FL,player,1076,0.86,698,548,808,824,17
2743,91.52,FL,player,1084,0.87,1062,872,1259,1079,31
2743,91.52,FL,player,1110,0.86,871,546,982,804,-1
2743,91.52,FL,player,916,0.62,887,433,963,577,12
2743,91.52,FL,player,1127,0.54,939,439,1010,617,-1
2744,91.56,FL,player,303,0.85,1312,374,1382,514,1
2744,91.56,FL,player,819,0.8,684,480,781,692,5
2744,91.56,FL,player,1076,0.87,702,546,812,821,17
2744,91.56,FL,player,1084,0.85,1088,869,1283,1079,31
2744,91.56,FL,player,1110,0.82,873,539,987,803,-1
2744,91.56,FL,player,916,0.57,886,432,960,573,12
2744,91.56,FL,player,1127,0.6,938,434,1005,603,-1
2745,91.59,FL,player,303,0.85,1311,374,1382,514,1
2745,91.59,FL,player,819,0.73,687,480,785,694,5
2745,91.59,FL,player,1076,0.86,705,542,815,817,17
2745,91.59,FL,player,1084,0.85,1111,863,1305,1079,31
2745,91.59,FL,player,1110,0.85,878,529,992,795,-1
2745,91.59,FL,player,916,0.56,882,432,951,570,12
2745,91.59,FL,player,1127,0.57,935,430,993,580,-1
2746,91.62,FL,player,303,0.85,1309,373,1380,514,1
2746,91.62,FL,player,819,0.76,691,481,792,695,5
2746,91.62,FL,player,1076,0.87,709,539,819,813,17
2746,91.62,FL,player,1084,0.78,1131,854,1326,1078,31
2746,91.62,FL,player,1110,0.86,882,524,996,791,-1
2746,91.62,FL,player,1127,0.58,928,426,982,565,-1
2747,91.66,FL,player,303,0.85,1308,373,1381,515,1
2747,91.66,FL,player,819,0.6,694,483,792,683,5
2747,91.66,FL,player,1076,0.88,712,537,820,809,17
2747,91.66,FL,player,1084,0.83,1157,841,1356,1077,31
2747,91.66,FL,player,1110,0.85,887,517,1001,786,-1
2747,91.66,FL,player,1127,0.48,924,422,973,550,-1
2748,91.69,FL,player,303,0.85,1307,372,1381,515,1
2748,91.69,FL,player,819,0.52,692,485,794,690,5
2748,91.69,FL,player,1076,0.86,716,535,821,800,17
2748,91.69,FL,player,1084,0.85,1165,827,1368,1077,31
2748,91.69,FL,player,1110,0.78,897,510,1008,772,-1
2748,91.69,FL,player,916,0.47,879,427,937,544,12
2748,91.69,FL,player,1127,0.71,923,419,970,544,-1
2748,91.69,FL,player,1125,0.84,72,853,356,1078,-1
2748,91.69,FL,player,1070,0.49,656,483,787,695,73
2749,91.72,FL,player,303,0.85,1306,372,1380,516,1
2749,91.72,FL,player,819,0.55,692,486,797,694,5
2749,91.72,FL,player,1076,0.84,718,534,818,790,17
2749,91.72,FL,player,1084,0.86,1174,809,1383,1078,31
2749,91.72,FL,player,1110,0.75,907,506,1014,762,-1
2749,91.72,FL,player,1127,0.57,921,418,970,548,-1
2749,91.72,FL,player,1125,0.82,88,849,369,1077,-1
2749,91.72,FL,player,1070,0.53,656,483,778,695,73
2750,91.76,FL,player,303,0.86,1304,372,1379,516,1
2750,91.76,FL,player,819,0.64,681,487,784,696,5
2750,91.76,FL,player,1076,0.84,718,531,817,786,17
2750,91.76,FL,player,1084,0.89,1187,794,1400,1078,31
2750,91.76,FL,player,1110,0.76,914,502,1020,754,-1
2750,91.76,FL,player,1127,0.51,916,415,974,570,-1
2750,91.76,FL,player,1125,0.84,101,843,382,1077,-1
2750,91.76,FL,player,1122,0.69,852,479,930,616,-1
2751,91.79,FL,player,303,0.86,1303,372,1378,515,1
2751,91.79,FL,player,819,0.72,678,487,779,696,5
2751,91.79,FL,player,1076,0.84,721,529,818,781,17
2751,91.79,FL,player,1084,0.89,1200,780,1417,1078,31
2751,91.79,FL,player,1110,0.78,924,499,1022,732,-1
2751,91.79,FL,player,1125,0.88,112,837,392,1076,-1
2751,91.79,FL,player,1113,0.47,849,425,943,608,-1
2752,91.83,FL,player,303,0.86,1302,372,1376,515,1
2752,91.83,FL,player,819,0.78,679,487,777,696,5
2752,91.83,FL,player,1076,0.87,723,527,819,778,17
2752,91.83,FL,player,1084,0.9,1214,770,1432,1077,31
2752,91.83,FL,player,1110,0.8,927,496,1024,725,-1
2752,91.83,FL,player,1127,0.45,912,405,977,580,-1
2752,91.83,FL,player,1125,0.88,122,831,400,1076,-1
2752,91.83,FL,player,1113,0.64,841,427,940,614,-1
2753,91.86,FL,player,303,0.86,1301,371,1375,516,1
2753,91.86,FL,player,819,0.83,679,488,776,698,5
2753,91.86,FL,player,1076,0.87,727,527,823,777,17
2753,91.86,FL,player,1084,0.9,1226,762,1446,1078,31
2753,91.86,FL,player,1110,0.86,937,494,1029,715,-1
2753,91.86,FL,player,1127,0.49,910,401,980,588,-1
2753,91.86,FL,player,1125,0.89,129,825,406,1076,-1
2753,91.86,FL,player,1113,0.75,835,427,937,618,-1
2754,91.89,FL,player,303,0.85,1301,371,1374,516,1
2754,91.89,FL,player,819,0.84,681,488,776,699,5
2754,91.89,FL,player,1076,0.87,733,527,829,775,17
2754,91.89,FL,player,1084,0.91,1237,755,1456,1079,31
2754,91.89,FL,player,1110,0.85,940,492,1032,712,-1
2754,91.89,FL,player,1127,0.75,909,398,983,590,-1
2754,91.89,FL,player,1125,0.89,136,819,409,1076,-1
2754,91.89,FL,player,1113,0.73,828,426,932,617,-1
2755,91.93,FL,player,303,0.85,1300,371,1372,517,1
2755,91.93,FL,player,819,0.84,682,488,776,700,5
2755,91.93,FL,player,1076,0.9,739,529,836,775,17
2755,91.93,FL,player,1084,0.91,1246,749,1463,1078,31
2755,91.93,FL,player,1110,0.84,946,488,1038,709,-1
2755,91.93,FL,player,1127,0.75,910,397,983,579,-1
2755,91.93,FL,player,1125,0.9,143,812,416,1076,-1
